Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
5093,492.9598,7.06,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F15O4S,,TRUE,TRUE,TRUE,TRUE,25,DTXSID701034534,"Assigned DTXSID has correct molecular formula, but thinking hydroxy wrong location. No AMOS spectra for comparison. Fragmentation spectra is generally weak. In homologous series with 3 other MS1 features, giving DTXSID based on precursor mass and homologous series",YES,Yes
5121,494.9667,7.1,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-H,O=C([OH])C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H2F18O2,,TRUE,TRUE,TRUE,TRUE,8,,"Fragment at 476.9520 corresponds to water loss. Fragment at 450.9787 corresponds to CO2 loss with additional HF loss at 430.9717. Fragment at 396.9713 corresponds to C8F15O. Fragment at 280.9829 corresponds to C6F11 and fragment at 268.9836 corresponds with C511. Fragment at 230.9842 corresponds to C5F9 and fragment at 218.9824 corresponds to C4F9. Fragment at 168.9883 corresponds to C3F7. Fragment at 134.9863 corresponds to C2F5O and fragment at 118.9919 corresponds to C2F5. Fragment at 84.9902 corresponds to C3FO. XIC is somewhat isomeric. General fragmentation pattern is somewhat different (more detailed) than other compounds in the same suspected homologous series. Definitely PFAS, but need additional opinion to assign identity.",YES,Yes
5175,497.9456,8.92,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F17NO2S,,TRUE,TRUE,TRUE,TRUE,10,DTXSID3038939,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5193,498.9294,10.55,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C8HF17O3S,,TRUE,TRUE,TRUE,TRUE,3,,"Later RT than main PFOS analytical peak, MS1 and MS2 spectra are similar to PFOS analytical peak.",YES,Yes
5194,498.9297,7.68,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C8HF17O3S,,TRUE,TRUE,TRUE,TRUE,95,DTXSID3031864,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5200,499.0073,7.03,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",3-(heptadecafluorooctyl)-5-methyl-1H-pyrazole,CC1=CC(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F17N2,DTXSID20379987,TRUE,TRUE,TRUE,TRUE,13,,No MS2 in Mzmine,,Yes
5224,500.003,7.03,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1H-1,2,4-Triazole, 3-(heptadecafluorooctyl)-5-methyl-",CC1=NC(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H4F17N3,DTXSID50477844,TRUE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5273,504.9884,1.12,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C14H5F15O3,DTXSID30896079,TRUE,TRUE,TRUE,FALSE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5286,505.9542,6.75,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-FSAA,O=C([OH])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F15NO4S,,TRUE,TRUE,TRUE,TRUE,4,DTXSID301026644,No AMOS spectra for comparison. Fragment at 447.9488 corresponds to C7HF15NO2S (loss of C2H2O2). Fragment at 368.9763 corresponds to C7F15. Fragment at 218.9840 corresponds to C4F9. Smaller fragments likely correspond to subsequent CF2 losses.,,Yes
5292,507.0304,10.8,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C12H9F17O2,DTXSID90895563,FALSE,TRUE,TRUE,FALSE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5329,510.0596,10.51,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C12H26F3N2O10S3,,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5334,510.9298,7.62,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C9HF17O3S,,TRUE,TRUE,TRUE,TRUE,5,DTXSID401032284,"NO AMOS spectra for comparison. SO3, SO3F, and fluorinated fragment peaks observed. Expert confirmed PFAS, possibly unsaturated or cyclic. Assigning as unsatured. ",YES,Yes
5335,510.9302,4.76,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C9HF17O3S,DTXSID20825530,FALSE,TRUE,TRUE,TRUE,2,,Retention time is earlier than high confidence annotation of same m/z within homologous series.This appears to be solvent front.,,Yes
5357,511.9613,10.2,Lvl 2 Schymanski: Confident ID (class specific dominant fragments and exact mass),PFSM-perfluoroalkyl_sulfonamide_Me,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F17NO2S,,TRUE,TRUE,FALSE,FALSE,17,DTXSID1067629,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5368,512.9424,7.64,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9H3F17O3S,,TRUE,TRUE,TRUE,TRUE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5370,512.9596,7.45,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl_branched,OC(=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C10HF19O2,,TRUE,TRUE,TRUE,TRUE,10,DTXSID3031860,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5381,514.9009,7.68,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-Cl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Cl],C8HClF16O3S,DTXSID30892935,TRUE,TRUE,TRUE,TRUE,14,DTXSID90881087,"Fragment at 79.9572 corresponds to SO3. Fragment at 98.9559 corresponds to SO3F. Fragment at 168.9899 corresponds to C3F7. Fragment at 184.9836 corresponds to C3F6Cl. Fragment at 234.9807 corresponds to C4ClF8. Fragment at 284.9756 corresponds to C5ClF10. Isotope pattern suggests Cl presence. Assigning as chlorinated PFOS, not immeidately sure where the chlorine exactly is",YES,Yes
5384,514.9246,7.84,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,2,2-Tetrafluoro-2-[(tridecafluorohexyl)oxy]ethanesulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O4S,DTXSID60904575,TRUE,TRUE,TRUE,TRUE,30,DTXSID60904575,"Fragment at 79 and 98 correspond to SO3 and SO3F. Fragment at82.9601 correpsonds to SO2F. Fragment at 84.9904 corresponds to CF3O with CF2 additions at 134.9873, 184.9836, 234.9805, and 284.9771. Fragment at 118.9922 corresponds to C2F5 with CF2 additions at 168.9888, and 218.9852. Fragments support assigned formula. ",YES,Yes
5452,523.0791,10.33,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Silver, (6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-?O3,?O5)(triethylphosphine)-",CCP(CC)(CC)[Ag]1OC(CC(O1)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C,C16H29AgF7O2P,DTXSID70897045,TRUE,TRUE,TRUE,FALSE,6,,"XIC is messy, not reviewing",,No
5471,524.9632,6.96,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C11HF19O2,,TRUE,TRUE,TRUE,TRUE,12,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
5487,525.9768,10.46,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide_Et,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,,TRUE,TRUE,TRUE,TRUE,19,DTXSID1032646,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5495,526.9251,4.31,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C9HF17O4S,,TRUE,TRUE,TRUE,TRUE,5,,"Retention time is earlier than high confidence annotation of same m/z within homologous series. No isotope pattern, no MS/MS. This appears to be solvent front.",,Yes
5496,526.9247,7.88,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C9HF17O4S,,TRUE,TRUE,TRUE,TRUE,19,DTXSID701032376,"Fragment at 460.9333 corresponds to loss of CF2O from M to give C8F15O3S followed by loss of CF2 at 410.9346 and loss of SO3 at 380.9556. Fragment at 98.9556 corresponds to SO3F. Fragment at 84.9906 corresponds to CF3O. Fragment at 82.9600 corresponds to CO2F. Fragment at 79.9569 corresponds to SO3. Significant fluorinated fragments that confirm molecular formula, unsure of exact structure but assigning to carbonyl at level 3. ",YES,Yes
5497,526.9591,4.32,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",8:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F17O3S,DTXSID00192353,TRUE,TRUE,TRUE,TRUE,4,,"RT of this feature is too early to be chemical formula based on RT of other features within high-confidence homologous series. Fluorinated fragments observed at 218.9857, 262.9757, and 196.9855. Identity not imediately clear, review with additional info later.",YES,Yes
5498,526.9611,7.24,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,FT-PFSA,O=S([OH])(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F17O3S,,TRUE,TRUE,TRUE,TRUE,31,DTXSID00192353,"Compared to reference spectra on AMOS, user agreed match. Splitting in XIC.",YES,Yes
5512,528.9537,7.4,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C10HF19O3,DTXSID90663108,TRUE,TRUE,TRUE,TRUE,7,NO DTXSID,No AMOS spectra for comparison. Fragments observed in MS2 spectra are in-line with fragments observed of features in homologous series with AMOS spectra comparison match. ,YES,Yes
5513,528.9592,7.31,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C10HF19O3,DTXSID90663108,TRUE,TRUE,TRUE,FALSE,5,,Duplicate of feature 5512.,,Yes
5523,530.8952,8.09,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-Cl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)[Cl],C8HClF16O4S,,TRUE,TRUE,TRUE,TRUE,9,DTXSID80892506,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5526,531.0082,10.45,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-[(4-sulfamoylphenyl)methyl]heptanamide",NS(=O)(=O)C1=CC=C(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C14H9F13N2O3S,DTXSID80896246,TRUE,TRUE,TRUE,FALSE,6,,"Fragment at 268.9840 corresponds to C5F11 with CF2 losses at 218.9895 and 168.9898. Additional fragments suggest some sulfur + nitrogen + oxygen presence, which may be correct formula. Needs additional review.",YES,Yes
5551,533.9862,7.13,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F15NO4S,,TRUE,TRUE,TRUE,TRUE,5,DTXSID6071908,No AMOS spectra for comparison. SO2 observed. Fragment at 475.9794 corresponds to C9H5F15NO2S (loss of C2H2O2). Fragment at 432.9386 corresponds to C7F15O2S (loss of C4H7NO2). Fragment at 368.9761 corresponds to C7F15. Several smaller fragments for CF2 losses on chain observed.,YES,Yes
5606,540.9575,7.01,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C11HF19O3,,TRUE,TRUE,TRUE,TRUE,7,DTXSID501035136,No AMOS spectra for comparison. Fragment at 84.9904 corresponds to CF3O. Fragment at 134.9870 corresponds to C2F5O. Fragment at 478.9582 corresponds to loss of C2F2. Fragmentation spectra is generally weaker compared to other hits in homologous series. Assigning DTXSID based on F fragment presence and on RT within homologous series. ,YES,Yes
5622,544.9665,7.05,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",11-H-Perfluoroundecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C11H2F20O2,DTXSID90450691,TRUE,TRUE,TRUE,TRUE,5,,"No MS/MS in Mzmine. Feature is in homologous series with other species, but not currently assigning ID because features in homologous series need additional review.",YES,Yes
5648,548.9266,8.15,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C9HF19O3S,DTXSID20320550,TRUE,TRUE,TRUE,TRUE,6,DTXSID8071356,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5672,552.9579,7.07,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C14H5F15O4S,,TRUE,TRUE,TRUE,TRUE,9,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5702,558.9303,8.02,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-H,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(/F)=C\F,C10H2F18O4S,,TRUE,TRUE,TRUE,TRUE,14,NO DTXSID,"No AMOS spectra for comparison. No formula hits in CompTox. Fragment at 538.9240 corresponds to HF loss. Fragment at 492.9663 corresponds to CF2O loss. Fragments for SO3, SO2F, and CF3O observed. Fragment at 134.9860 corresponds to C2F5O. FluoroMatch SMILES disagrees with observed fragments. Proposed structure is: O=S(=O)(O)C(F)(F)\C(F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)F.4",YES,Yes
5714,560.9266,8,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C10HF19O3S,,TRUE,TRUE,TRUE,TRUE,24,DTXSID701032283,"NO AMOS spectra for comparison. SO3, SO3F, and fluorinated fragment peaks observed. Expert confirmed PFAS, possibly unsaturated or cyclic. Assigning as unsatured. ",YES,Yes
5733,562.9549,7.95,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl_branched,OC(=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C11HF21O2,,TRUE,TRUE,TRUE,TRUE,9,DTXSID8047553,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5784,569.049,10.78,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C16H11F13N4O4,DTXSID20897196,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5790,569.9669,7.56,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-N_MeFSAA,CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H6F17NO4S,,TRUE,TRUE,TRUE,TRUE,9,DTXSID10624392,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5814,574.9262,4.75,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9HF17O9,,TRUE,TRUE,TRUE,TRUE,11,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5815,574.9283,8.05,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9HF17O9,,FALSE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5817,574.9596,7.42,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C12HF21O2,,TRUE,TRUE,TRUE,TRUE,7,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
5832,576.9215,8.19,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C10HF19O4S,,TRUE,TRUE,TRUE,TRUE,27,DTXSID401032377,"Fragment at 510.9344 corresponds to loss of CF2O from M to give C9F17O3S followed by loss of SO3 at 430.9678 to give C9F17 followed by loss of CF2 to give 380.9792. Fragment at 496.9609 corresponds to loss of SO3 from M to give C10F19O. Fragment at 180.9888 corresponds to C4F7. Fragment at 98.9558 corresponds to SO3F. Fragment at 82.9611 corresponds to SO2F. Fragment at 79.9579 corresponds to SO3. Significant fluorinated fragments that confirm molecular formula, unsure of exact structure but assigning to carbonyl at level 3. ",YES,Yes
5850,578.948,8.01,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C11HF21O3,,TRUE,TRUE,TRUE,TRUE,2,NO DTXSID,No AMOS spectra for comparison. Fragments observed in MS2 spectra are in-line with fragments observed of features in homologous series with AMOS spectra comparison match. ,YES,Yes
5898,583.9823,7.59,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H8F17NO4S,,TRUE,TRUE,TRUE,TRUE,7,DTXSID5062760,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
5920,588.9602,7.25,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C12H2F20O4,DTXSID10544182,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5944,590.9684,7.94,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C16H13F12IO2,DTXSID00144130,TRUE,TRUE,TRUE,TRUE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
5945,590.9704,4.76,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C16H13F12IO2,DTXSID00144130,FALSE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
